eval_month,n_train,n_val,pos_rate_train,pos_rate_val,roc_auc,pr_auc,precision_at_0.5pct,precision_at_1.0pct,precision_at_2.0pct,precision_at_5.0pct
2024-03-01,246246,17589,0.03299545982472812,0.044175336858263685,0.660061407384748,0.08714027477178428,0.21839080459770116,0.13714285714285715,0.1111111111111111,0.12059158134243458
2024-06-01,299013,17589,0.03610210927284098,0.0374665984422082,0.578459281142471,0.054913081914906334,0.27586206896551724,0.17142857142857143,0.09971509971509972,0.053469852104664393
2024-09-01,351780,17589,0.03611916538745807,0.029393370856785492,0.6864306865540689,0.0663517645505684,0.20689655172413793,0.1657142857142857,0.13105413105413105,0.09556313993174062
2024-12-01,404547,17589,0.03480930522287892,0.03172437318778782,0.641637513629479,0.06895479421892517,0.28735632183908044,0.16,0.1339031339031339,0.08646188850967008
