baseline_positive_rate,mean_pr_auc,mean_roc_auc,precision_at_0.5pct,precision_at_1.0pct,precision_at_2.0pct,precision_at_5.0pct,lift_at_0.5pct,lift_at_1.0pct,lift_at_2.0pct,lift_at_5.0pct
0.0356899198362613,0.06933997886404605,0.6416472221776917,0.2471264367816092,0.15857142857142859,0.11894586894586895,0.08902161547212742,6.924264271687335,4.443031233998977,3.332758086641002,2.4943069606360004
